日期,大里,彰化,沙鹿,二林,竹山,埔里,南投,豐原,線西,西屯,忠明,菜寮,富貴角,大同,觀音,士林,龍潭,萬里,陽明,板橋,林口,平鎮,汐止,基隆,永和,古亭,三重,松山,淡水,土城,中山,新莊,大園,中壢,新店,萬華,桃園,三義,頭份,竹東,湖口,新竹,苗栗,宜蘭,冬山,臺東,關山,花蓮,左營,復興,前金,仁武,鳳山,潮州,小港,橋頭,屏東,美濃,林園,恆春,楠梓,前鎮,大寮,麥寮,善化,斗六,臺西,新港,嘉義,臺南,朴子,安南,崙背,新營
2019-01-01,12.96,15.89,13.99,17.88,33.3,22.38,21.72,18.81,17.84,14.81,14.75,7.68,8.37,9.92,14.16,7.29,9.21,8.88,3.32,11.24,4.54,9.56,7.29,6.49,9.27,10.4,8.18,9.42,6.19,12.54,10.61,7.58,7.72,9.56,7.53,8.89,8.83,11.15,11.82,12.14,10.24,15.47,16.73,6.06,4.29,5.4,6.68,2.51,30.01,35.81,33.68,37.51,32.2,35.71,35.64,35.49,37.38,24.8,35.24,7.37,38.14,36.94,38.21,15.26,25.73,24.22,15.13,23.66,26.17,25.66,20.09,23.08,23.77,24.78
2019-01-08,15.26,19.98,15.04,20.19,35.35,20.2,23.0,16.76,19.96,17.82,18.66,13.97,10.96,12.98,20.04,12.19,15.63,10.83,4.79,17.25,9.4,13.39,10.62,10.14,14.07,14.79,12.76,12.66,10.89,18.93,14.51,12.54,10.77,14.4,10.85,11.81,15.26,12.85,16.49,16.61,13.59,22.27,21.45,6.98,5.26,5.95,6.73,3.35,30.91,40.57,42.26,40.75,46.41,40.1,43.03,42.23,43.0,28.92,46.97,3.58,45.62,43.78,42.51,19.82,35.0,29.59,20.71,30.26,35.59,35.86,28.26,34.97,29.08,36.8
2019-01-15,20.07,31.12,25.8,28.72,28.55,18.65,25.19,19.03,29.56,25.28,25.93,14.94,19.0,14.53,31.34,14.49,20.16,15.4,6.68,18.77,15.03,21.48,15.43,14.53,16.31,16.79,16.48,15.82,14.32,19.14,15.68,15.16,19.64,20.57,15.06,14.58,17.54,17.56,23.22,18.14,20.71,28.65,28.72,10.76,9.12,9.08,8.9,8.19,35.37,42.59,44.18,40.25,42.67,41.63,40.73,43.58,41.14,31.97,41.83,5.4,47.69,40.86,44.8,31.6,41.28,36.38,32.57,36.07,40.15,41.82,37.36,38.96,41.53,40.48
2019-01-22,21.73,28.4,22.43,26.34,26.77,23.12,27.61,20.56,27.41,25.14,24.84,16.88,21.05,18.62,26.8,18.33,23.16,17.61,13.18,20.18,16.09,23.21,16.67,16.28,19.28,17.47,18.98,19.47,15.67,19.86,19.45,17.4,21.01,24.1,18.39,17.62,20.29,22.69,19.02,20.9,19.9,25.1,25.03,16.66,13.89,13.96,13.82,13.16,44.32,51.94,54.25,48.83,48.32,41.76,44.21,47.64,41.45,29.25,43.99,10.93,53.31,46.6,46.3,27.47,43.44,39.68,27.51,38.16,43.78,41.33,32.61,38.02,38.06,38.53
2019-01-29,22.91,31.16,31.01,34.89,26.77,21.91,29.32,24.06,36.21,32.62,32.4,20.24,26.47,19.14,38.3,18.93,24.06,17.55,8.72,24.96,19.03,28.41,17.05,18.26,21.16,20.35,20.58,18.89,20.75,24.33,19.73,22.18,30.44,28.37,16.99,18.76,23.97,24.02,26.63,25.33,26.39,31.35,31.59,11.91,8.43,8.26,9.66,8.01,29.47,37.76,36.49,36.45,36.95,30.75,31.99,39.15,35.22,22.88,32.55,8.92,41.63,32.25,36.55,40.1,36.38,38.23,42.05,40.48,39.32,37.29,36.45,35.28,49.16,39.98
2019-02-05,16.73,22.05,19.14,23.08,21.4,22.42,26.23,18.22,23.55,21.51,23.37,13.4,17.7,12.93,20.8,12.91,16.68,13.1,6.02,15.01,13.93,17.77,11.91,13.03,14.81,12.83,12.81,12.8,12.25,13.69,13.48,11.24,16.26,17.11,12.19,13.19,16.62,19.29,17.27,18.02,15.46,20.84,24.12,14.06,8.6,7.58,10.04,9.51,24.97,33.51,32.91,31.11,30.03,26.41,29.73,32.22,29.02,17.09,28.86,10.33,35.77,28.56,29.34,22.98,28.62,31.94,26.43,27.03,29.74,27.13,22.56,24.6,32.61,27.28
2019-02-12,15.17,20.14,17.41,19.51,28.91,21.13,22.66,18.42,21.11,18.64,17.95,9.81,7.71,10.03,10.58,8.74,14.36,8.59,3.12,11.6,8.24,12.14,9.02,7.32,11.92,11.42,8.59,10.29,7.67,13.32,11.46,9.06,8.69,11.17,10.74,9.55,12.37,14.03,14.21,17.49,13.08,18.65,22.9,7.46,6.4,4.13,6.34,6.26,29.73,33.42,32.83,30.17,28.41,24.51,27.79,33.05,25.94,19.95,25.39,5.51,36.37,27.88,28.11,19.17,28.93,29.61,19.97,25.28,30.01,24.55,21.04,21.99,31.33,25.34
2019-02-19,18.09,22.19,17.29,21.19,41.85,25.2,28.84,22.51,19.67,19.77,21.33,13.98,10.32,13.12,14.65,11.24,18.62,11.08,5.43,14.92,10.2,16.2,9.95,9.69,13.78,13.94,11.2,12.08,10.95,17.31,13.52,12.68,13.41,15.92,12.07,12.39,15.02,16.46,15.37,20.87,14.97,20.66,20.97,8.25,8.53,7.23,8.37,8.93,28.12,23.23,27.71,24.35,23.64,24.11,20.96,30.41,21.39,15.22,21.21,6.36,29.52,20.11,24.65,22.51,29.04,34.37,25.59,32.97,33.58,28.06,26.11,28.68,33.84,28.14
2019-02-26,25.12,30.96,28.34,30.06,44.57,28.67,33.82,27.71,29.71,31.62,31.38,24.94,21.05,20.87,24.85,21.47,25.03,18.67,9.72,23.31,16.36,25.46,20.06,17.84,22.3,24.05,22.57,22.32,17.36,26.33,22.63,20.52,21.5,29.56,18.91,20.23,23.25,23.66,25.83,20.91,22.56,29.66,30.56,15.99,12.63,6.94,9.05,11.11,35.96,33.64,38.97,34.6,34.94,29.69,30.71,37.67,34.43,24.84,32.76,7.21,37.28,27.53,32.14,27.63,33.0,41.21,32.27,36.03,38.12,32.62,30.37,30.55,41.89,31.56
2019-03-05,12.2,15.72,14.15,17.66,25.34,17.5,18.52,12.49,15.67,14.42,13.93,18.97,18.03,15.53,22.35,14.98,15.09,14.89,5.54,17.2,12.42,16.7,15.09,13.55,17.12,18.32,16.43,16.77,13.55,16.86,17.45,14.87,16.49,18.57,15.26,15.15,15.68,12.94,15.53,12.26,15.43,20.61,17.05,13.81,9.61,7.62,9.2,9.64,27.92,28.25,28.78,25.56,22.5,20.35,22.13,31.59,22.03,17.06,20.77,7.34,26.69,20.96,27.17,18.02,23.71,22.97,21.63,22.53,24.46,26.79,20.02,25.07,29.52,22.62
